file,label,F1_dwt_energy,F2_std,F2_max,F2_gradmax,F3_auc,F3_mean,F3_fft_max_mag,F4_time_to_peak,F5_gradmax,F5_max,F6_dwt_energy,F6_kurtosis,F6_max,F7_std,F8_skew,F8_kurtosis,F9_time_to_peak,F9_median,F9_skew,F10_skew,F10_skew,F10_kurtosis,F10_kurtosis,F10_mean
A_16_1030crop.csv,A,0.7098232673333507,81.33523301501594,236.875,18.12500000000012,55.3875,2.7723880597014925,557.25,19.9,262.5000000000009,1071.75,1.3724329730882538,0.6372242037855771,701.625,8.355098229544403,-1.7864157778326082,1.476745561910061,22.1,1718.125,-1.6437326042228917,-2.119997961287444,-2.119997961287444,2.9274731173592325,2.9274731173592325,1964.8476368159204
A_17_1030crop.csv,A,0.2826974688343252,53.44232778379438,157.5,11.875000000000114,36.60416666666667,1.828980099502488,367.625,20.0,198.12500000000068,845.375,0.5578327121468644,0.594388050202598,561.25,6.127135328356697,-1.6318722497162843,0.953269443936584,23.2,1557.0,-1.478306623607342,-1.9607510331724416,-1.9607510331724416,2.26124039450965,2.26124039450965,1818.4583333333333
A_18_1030crop.csv,A,0.229513514716541,30.067980441171933,88.75,6.875000000000057,39.02916666666667,1.953358208955224,392.625,21.1,116.24999999999932,577.125,0.6016829314616834,0.1713413006393556,400.0,3.75837410576873,-1.311415671668512,0.0211502203010662,24.8,1354.875,-1.2043967926562384,-1.6910013327539692,-1.6910013327539692,1.270915018935371,1.270915018935371,1606.4769900497513
A_19_1030crop.csv,A,0.4911046204395847,52.4704351227078,152.25,11.875000000000114,46.24583333333333,2.3146766169154227,465.25,20.3,190.62500000000068,849.875,0.9981115910555978,0.323182614111595,564.0,5.875420404560299,-1.5756887664713144,0.7735502235684462,22.8,1612.625,-1.4584840928703289,-1.9221669355716944,-1.9221669355716944,2.112216368444126,2.112216368444126,1851.3644278606964
A_20_1030crop.csv,A,0.6553458894052868,108.12426902888576,316.75,23.75000000000012,69.47083333333333,3.474502487562189,698.375,19.9,336.87500000000136,1200.25,1.4389493214443627,0.9569420407850324,781.0,10.366668566332152,-1.8813759498397933,1.8109377913178168,21.7,1816.125,-1.770511890431188,-2.2057610443279034,-2.2057610443279034,3.2864023595491902,3.2864023595491902,2036.67723880597
A_21_1030crop.csv,A,0.6146835162594757,48.59987566183868,140.5,11.250000000000057,35.68750000000001,1.7866915422885572,359.125,20.3,180.00000000000068,823.125,0.9149664489545486,0.3334022314173386,533.125,5.707178562466972,-1.5305496564685368,0.6265762785117097,23.4,1576.0,-1.4142926271458822,-1.837957954600859,-1.837957954600859,1.7861349134043245,1.7861349134043245,1797.8855721393036
A_22_1030crop.csv,A,1.2215909435633587,101.37916753018048,288.625,23.75000000000012,51.98750000000001,2.603233830845771,523.25,18.6,416.25000000000136,1289.375,1.9367534593226825,0.686131568854238,838.25,9.828216114358945,-1.9614312673854764,2.1173234663260594,20.1,1833.875,-1.811170103739091,-2.256506037221022,-2.256506037221022,3.548383421637648,3.548383421637648,2042.931592039801
A_23_1030crop.csv,A,0.3220939091609612,38.94760659491848,112.125,8.750000000000085,29.425,1.4757462686567164,296.625,20.5,147.50000000000043,721.0,0.8715506359368542,0.1862805860894911,469.875,4.7193953868063945,-1.437492088134151,0.3597056141135315,23.6,1527.25,-1.3195450746291175,-1.738926890139663,-1.738926890139663,1.4282406551703373,1.4282406551703373,1725.160447761194
A_24_1030crop.csv,A,0.2370333749797583,37.81535259442319,109.875,8.750000000000028,21.65,1.0833333333333333,217.75,20.9,142.50000000000043,704.875,0.6068232596409228,0.0284774904726177,443.0,0.7603109817961826,-1.4123921782085151,0.288536441054247,24.5,1518.75,-1.2765038312310188,-1.7161122636085857,-1.7161122636085857,1.342061011845984,1.342061011845984,1742.8034825870648
A_25_1030crop.csv,A,0.4085533455911243,49.9150643581546,146.25,11.250000000000057,47.69583333333334,2.384950248756219,479.375,20.4,191.25000000000068,843.0,0.7800028015950672,0.5727440526900454,592.0,8.437512324355907,-1.6158581604875606,0.9135397564897708,23.3,1606.625,-1.4710927034404406,-1.9152579590331509,-1.9152579590331509,2.086337941233383,2.086337941233383,1841.6380597014925
A_26_1030crop.csv,A,0.6217734777667632,70.4497656590676,207.25,15.625,68.32083333333334,3.4185323383084576,687.125,19.7,251.87500000000068,1011.125,1.1588700966894423,0.803912391951763,638.875,7.193653631533905,-1.7883012243756908,1.4888627268499883,22.4,1705.625,-1.638755191090856,-2.123781909970784,-2.123781909970784,2.9477491341121143,2.9477491341121143,1941.94776119403
A_27_1030crop.csv,A,0.306544373567039,37.16925457526754,110.25,8.750000000000028,59.57500000000001,2.978855721393035,598.75,20.5,148.74999999999932,687.875,0.5490554165222347,0.4580044346852681,439.75,4.700657435243165,-1.5184170806982598,0.6221720501243868,24.4,1476.625,-1.3858426463547235,-1.8577248149562744,-1.8577248149562744,1.870189788809276,1.870189788809276,1701.285447761194
A_28_1030crop.csv,A,0.3027514584262685,40.22207708361078,118.0,8.750000000000114,23.6625,1.185323383084577,238.25,20.7,163.12500000000068,739.875,0.6397852397914644,0.4717181768886918,470.25,5.350319515028817,-1.5829614459598846,0.8328235851684886,24.0,1529.625,-1.4118608446140404,-1.915432661308635,-1.915432661308635,2.114384547503964,2.114384547503964,1769.6150497512438
A_29_1030crop.csv,A,0.2346265080853116,29.85218153162303,87.375,7.500000000000028,28.37083333333333,1.4247512437810943,286.375,20.2,138.12500000000043,663.375,0.7068812152476174,0.3461811737241533,452.75,4.086524886911282,-1.422035553178714,0.3203569728619762,23.6,1472.5,-1.2762087549373624,-1.7403341210104777,-1.7403341210104777,1.447908686623414,1.447908686623414,1628.835199004975
A_30_1030crop.csv,A,0.4013279472080822,41.26900382472278,119.25,10.000000000000057,23.94166666666667,1.2008706467661692,241.375,19.6,201.25000000000068,832.0,1.1171754988663216,0.3806814884947256,544.375,4.978733532305513,-1.5790442688537716,0.7786014913982111,22.5,1648.25,-1.421868779542251,-1.8552614818128887,-1.8552614818128887,1.867964614545384,1.867964614545384,1790.7767412935325
A_31_1030crop.csv,A,0.759246318302685,74.84117058781935,217.5,16.875000000000114,51.9875,2.601990049751244,523.0,18.9,306.24999999999864,1107.5,1.092532879104004,0.91124807476792,710.5,7.844186188602445,-1.8399407041505795,1.6624765326936144,21.2,1697.125,-1.6782106417869955,-2.139802710650866,-2.139802710650866,3.030288037274953,3.030288037274953,1875.476368159204
A_32_1030crop.csv,A,0.8894321371335971,83.66573859147972,242.75,19.375000000000057,51.95416666666668,2.6007462686567164,522.75,18.6,348.7499999999982,1168.25,1.4003111924106708,0.8999779262411449,742.0,8.414902084378403,-1.9119749171890243,1.92848093747648,20.8,1748.25,-1.7495469786356557,-2.2301110464952134,-2.2301110464952134,3.443983091268449,3.443983091268449,1949.846393034826
A_33_1030crop.csv,A,0.3100665509796565,35.94260017774093,104.625,8.125000000000085,19.9875,1.0024875621890548,201.5,19.8,170.62500000000043,742.375,0.6718899505262961,0.5225568298288996,479.375,4.644013954518455,-1.5188384994533617,0.6026499645749386,23.3,1488.75,-1.3599310894007268,-1.81745331040218,-1.81745331040218,1.731943884573652,1.731943884573652,1692.5373134328358
A_34_1030crop.csv,A,0.4320158840474949,39.30987316386249,115.125,9.375000000000114,33.5,1.678482587064677,337.375,19.4,186.87500000000068,786.875,0.9728420913162212,0.390607830294273,507.0,4.783645959839874,-1.5499319923363768,0.6847630290089946,22.4,1544.5,-1.4073719751188272,-1.8199633443011776,-1.8199633443011776,1.7287567334374758,1.7287567334374758,1729.3967661691545
A_35_1030crop.csv,A,0.2505963729733534,31.673442912064587,91.125,7.500000000000028,20.804166666666664,1.0404228855721394,209.125,21.0,136.25000000000043,651.0,0.8471750997734333,0.2770556001213831,445.0,3.9281211217816896,-1.3616435015855648,0.153731907211259,24.6,1424.875,-1.1677907653861426,-1.6569964793283098,-1.6569964793283098,1.1441243722145442,1.1441243722145442,1611.0939054726368
B_01_1030crop.csv,B,0.3646052155088453,39.38615469832009,113.75,9.375000000000028,33.7125,1.6884328358208955,339.375,20.1,159.37499999999932,716.5,0.7581306545940317,0.3749946188020017,489.5,5.727308954772671,-1.495030575650122,0.5257005209534205,23.3,859.125,-1.2842844387683563,-1.8074789734974213,-1.8074789734974213,1.7125595717869455,1.7125595717869455,1659.4085820895525
B_02_1030crop.csv,B,0.4384565539526648,57.3255438463325,166.25,13.125000000000057,52.7,2.63681592039801,530.0,19.3,222.49999999999864,891.5,0.7558482398289905,0.6332938420793801,591.25,7.197593280548865,-1.7229712309365366,1.252746741338414,21.5,1052.625,-1.5611034789015952,-2.058569296262048,-2.058569296262048,2.6764112057661773,2.6764112057661773,1787.9745024875622
B_03_1030crop.csv,B,0.4210501220781678,105.12975818589072,311.5,23.12500000000012,160.03333333333336,7.996268656716418,1607.25,21.6,348.75000000000136,1213.125,1.1802552716981,0.7702453967438854,787.625,15.057972498528526,-1.8395872387513128,1.65145726540886,22.9,1292.875,-1.5101462511535568,-2.0477254496873747,-2.0477254496873747,2.6117028455378417,2.6117028455378417,1917.3837064676616
B_04_1030crop.csv,B,0.3173741222020145,46.01652787829942,136.375,10.000000000000057,42.29583333333333,2.114427860696517,425.0,20.8,164.3749999999991,775.0,0.6577080518476046,0.5257218031338806,512.5,6.892328626358112,-1.5658659989335977,0.7590321489560234,24.1,1174.375,-1.3753980689718406,-1.8930737514072835,-1.8930737514072835,2.033131730322517,2.033131730322517,1700.8308457711444
B_05_1030crop.csv,B,0.3174591381202175,37.86487283166687,108.625,8.750000000000028,72.175,3.60136815920398,723.875,20.5,145.6249999999991,706.5,0.8495340971760567,0.2622405854489709,472.875,7.945122295262426,-1.4657391274109308,0.4507499580243101,23.3,1180.625,-1.3088472698688545,-1.789493592451477,-1.789493592451477,1.6340773344294393,1.6340773344294393,1655.3407960199006
B_06_1030crop.csv,B,0.3683664961102222,50.66490476038958,148.0,11.875,66.85833333333335,3.343283582089552,672.0,20.5,183.75000000000068,848.25,0.9162859802786428,0.3855394338773301,556.25,7.373972437695524,-1.572762503900862,0.7666700531483186,23.0,1323.0,-1.4236162810693338,-1.9096836997742264,-1.9096836997742264,2.074183550605148,2.074183550605148,1777.6965174129352
B_07_1030crop.csv,B,0.4619324217420817,77.91883689497531,227.0,17.500000000000057,111.91666666666669,5.58955223880597,1123.5,19.8,261.8750000000007,1064.0,1.4785546171305388,0.7351496652570062,689.875,12.007364416636362,-1.778526831397786,1.4436284927340868,21.9,1474.5,-1.6149287906219372,-2.105273903227563,-2.105273903227563,2.8658398224880965,2.8658398224880965,1918.3439054726368
B_08_1030crop.csv,B,0.5779897941324859,49.11981504961015,142.75,11.250000000000057,53.50833333333333,2.675373134328358,537.75,19.8,190.00000000000068,843.875,1.0683355987787668,0.3893687511344605,551.125,6.880716119649177,-1.577021287804441,0.7696627848206412,22.5,1370.625,-1.4234057755629523,-1.8899078238820657,-1.8899078238820657,1.9964039997016856,1.9964039997016856,1757.55223880597
B_09_1030crop.csv,B,0.3855805497206466,25.07298477099113,75.25,5.625000000000057,71.42916666666667,3.571517412935324,717.875,21.7,101.25000000000034,544.75,0.4911235814731472,0.0436589793785286,386.0,3.776147977887281,-1.212825607195653,-0.2246253721921669,25.7,1344.125,-1.0713964654462078,-1.5444172636757154,-1.5444172636757154,0.7830441038552278,0.7830441038552278,1503.3389303482586
B_10_1030crop.csv,B,0.4776071492030773,51.52950265600665,149.375,11.875000000000057,65.175,3.258084577114428,654.875,19.9,214.3749999999991,884.375,1.0032172250534237,0.4426772183450151,588.125,5.599191740870808,-1.6166688047025328,0.8957343121525301,22.9,1615.75,-1.4495110854437407,-1.9003937110176865,-1.9003937110176865,2.02686134736169,2.02686134736169,1790.2978855721392
B_11_1030crop.csv,B,1.1154007370122678,96.06278099392128,276.5,22.50000000000012,60.62916666666666,3.032960199004976,609.625,18.6,385.00000000000136,1253.875,1.768636368110007,0.7949427833396823,799.0,9.348508253681135,-1.9578245875690752,2.105817530695476,20.5,1816.125,-1.7802569134055886,-2.2629148375165564,-2.2629148375165564,3.571697933460925,3.571697933460925,2006.442786069652
B_12_1030crop.csv,B,0.6268472506417477,66.12446354857738,193.875,14.375000000000114,71.84583333333333,3.5907960199004973,721.75,19.7,268.1250000000007,1001.375,1.0542058003748571,0.7808722965410326,655.875,7.15420707005796,-1.7427566595138737,1.3180497136805729,22.7,1682.125,-1.5198315971870586,-2.0122123123824425,-2.0122123123824425,2.4718144957068287,2.4718144957068287,1870.6716417910447
B_13_1030crop.csv,B,0.7449714780527594,105.40621167686967,306.875,23.12500000000012,69.20416666666665,3.4633084577114426,696.125,19.5,340.6249999999982,1208.875,1.387192083022822,0.9572939485734664,776.75,10.359994645735911,-1.923071366977961,1.973286073965532,21.3,1742.75,-1.757290239927195,-2.2548190443163487,-2.2548190443163487,3.5146350086591083,3.5146350086591083,2023.217039800995
B_14_1030crop.csv,B,0.3720594589899536,47.08199696842666,137.75,10.625000000000057,31.52083333333333,1.578358208955224,317.25,20.7,170.00000000000068,792.0,0.6131790301746912,0.367938585975645,517.25,5.619450335549825,-1.539171300811485,0.6676177734067603,23.9,1557.625,-1.3979020147928083,-1.864737124057633,-1.864737124057633,1.898692519399142,1.898692519399142,1780.8519900497513
B_15_1030crop.csv,B,0.8336641375086928,51.58073165303042,149.0,11.875000000000057,34.783333333333324,1.7400497512437811,349.75,19.1,212.4999999999991,865.625,1.0804552877789415,0.3190689646718563,556.0,5.502472661536418,-1.6859274580193204,1.134105236478252,21.5,1575.25,-1.5617540888815389,-1.9898655916474577,-1.9898655916474577,2.406202407488962,2.406202407488962,1818.6871890547263
B_16_1030crop.csv,B,0.6190824996620427,80.24897814542604,237.875,18.125000000000057,73.49999999999999,3.675995024875622,738.875,19.2,293.7500000000009,1059.75,1.071532611028144,0.7661222234145484,675.0,8.059953027983273,-1.8290891013481647,1.623569323493519,21.7,1678.125,-1.695841469899397,-2.1424234661652166,-2.1424234661652166,3.019869541453076,3.019869541453076,1889.76368159204
B_17_1030crop.csv,B,0.7000897820215245,129.44081857411538,379.75,28.12500000000012,79.67916666666666,3.987562189054726,801.5,19.7,369.3749999999982,1295.75,1.617212218919991,1.108496254906747,832.5,12.01471321388038,-1.970728617422492,2.157640232742634,21.4,1771.375,-1.8518913227930207,-2.3244555162182627,-2.3244555162182627,3.842815138091768,3.842815138091768,2045.1990049751244
B_18_1030crop.csv,B,0.5450478684976535,78.71730048441275,230.875,17.500000000000057,73.8875,3.69589552238806,742.875,19.7,265.0000000000009,1050.625,1.2629089636356363,0.6585301293547281,664.5,8.345936393141242,-1.8007385125670556,1.5407725373964931,22.1,1573.5,-1.6575392743963056,-2.1340361149966096,-2.1340361149966096,3.024476943498432,3.024476943498432,1850.7997512437807
B_19_1030crop.csv,B,0.969730887360039,99.2620434313286,290.375,22.50000000000012,86.36250000000001,4.3190298507462686,868.125,19.1,345.00000000000136,1188.0,1.521234482941788,0.8272718842367999,748.875,6.685122639587037,-1.8925057699087176,1.855827124001883,21.2,1708.0,-1.7586831623619257,-2.191602151374633,-2.191602151374633,3.2214739130426606,3.2214739130426606,1980.3271144278608
B_20_1030crop.csv,B,0.8541200522049555,90.20785852719334,262.875,20.00000000000012,64.15,3.210199004975125,645.25,19.6,311.87500000000136,1140.125,1.22362719452451,0.8676459623329245,721.125,9.242291893133716,-1.850349974766465,1.703667606363075,21.8,1698.875,-1.7111364457296707,-2.161754082537822,-2.161754082537822,3.114071345261995,3.114071345261995,1973.3289800995024
B_21_1030crop.csv,B,0.7727444696820304,79.13580448900002,232.5,17.500000000000114,58.425,2.921641791044776,587.25,19.7,276.2500000000009,1066.25,1.4485670239714634,0.7488550988706075,674.625,8.186298921063132,-1.7961532759714325,1.51309417436413,22.2,1668.5,-1.6645662598318605,-2.0761176419576657,-2.0761176419576657,2.7386732495323294,2.7386732495323294,1912.8059701492537
B_22_1030crop.csv,B,1.0374075411833776,97.16996762491752,279.0,22.5,47.575,2.3818407960199006,478.75,18.6,392.50000000000136,1257.625,1.5545357513121003,1.0040355913210115,800.25,9.348214977100584,-1.9586303689665563,2.1021483348189705,20.6,1763.375,-1.825424252535399,-2.284984321430495,-2.284984321430495,3.668699916573525,3.668699916573525,1980.5485074626863
B_23_1030crop.csv,B,0.5523842810309043,53.44435668637989,157.0,11.875000000000057,4.645833333333334,0.2350746268656716,194.56163256162725,20.2,196.87500000000068,865.625,0.9698701090282912,0.4778096533532809,552.625,6.1291973806265965,-1.6159370382595672,0.9034309401281452,23.2,1582.625,-1.4706524148312674,-1.902032100914926,-1.902032100914926,2.0386161886576133,2.0386161886576133,1822.0808457711444
B_24_1030crop.csv,B,0.7921188345764523,62.59792260862554,182.0,14.375000000000057,46.74583333333334,2.3358208955223883,469.5,19.8,241.87500000000068,978.875,0.7171231290055022,0.6670334378040552,602.625,4.104935052905172,-1.7858258693588405,1.503357340745068,22.2,1642.0,-1.589805741596647,-2.136586348364179,-2.136586348364179,3.0251599046413293,3.0251599046413293,1889.6511194029847
B_25_1030crop.csv,B,0.6693706022358912,90.15024616383565,265.125,19.999999999999773,71.80416666666666,3.587686567164179,721.125,19.3,323.7499999999982,1155.625,1.1176143835129124,1.0704926459866844,711.5,5.857155079440296,-2.010897777123632,2.3632102497829486,21.5,1747.25,-1.857879760853494,-2.3558439695750484,-2.3558439695750484,4.025433298119344,4.025433298119344,2000.9726368159204
B_26_1030crop.csv,B,0.6906859718149119,85.37279704901398,250.25,19.37500000000012,55.56666666666666,2.7779850746268657,558.375,19.7,303.12500000000136,1132.0,1.5773736391118476,0.8026850199336861,710.75,6.223505574779849,-1.9117684390019087,1.961411109607501,21.6,1659.125,-1.75088588887164,-2.237674160034634,-2.237674160034634,3.4723904053419856,3.4723904053419856,1914.5870646766168
B_27_1030crop.csv,B,0.5645967440250816,96.1498620444682,282.375,21.250000000000057,62.15416666666667,3.107587064676617,624.625,19.7,323.1249999999982,1201.625,1.1355088507342603,1.1244959815384936,758.875,10.153047354911454,-1.9769947942807669,2.219166918119257,21.6,1717.0,-1.8201949355485965,-2.29041748620642,-2.29041748620642,3.7010781423332144,3.7010781423332144,1992.9570895522388
B_28_1030crop.csv,B,0.70139308341689,77.55146192262738,226.625,17.500000000000057,66.17916666666666,3.30907960199005,665.125,19.3,288.1250000000009,1103.375,1.026744082170038,0.8682000910551908,678.875,4.508470657755223,-1.9300567949649228,2.0421938604810066,21.4,1673.25,-1.7751681596563025,-2.2649863791945903,-2.2649863791945903,3.628979280367155,3.628979280367155,1952.9620646766168
B_29_1030crop.csv,B,0.6370129410566105,47.971867387481,138.0,11.250000000000114,28.745833333333334,1.4409203980099503,289.625,19.2,221.8750000000009,905.375,1.0615022112786636,0.4848330055641523,576.125,5.5326855244445445,-1.643607381839581,0.9812292809928826,21.9,1573.625,-1.5054931595869652,-1.9262336441028376,-1.9262336441028376,2.131779883854618,2.131779883854618,1776.9490049751244
B_30_1030crop.csv,B,0.4516068865954744,46.22933287034261,133.875,10.625000000000114,18.341666666666665,0.9222636815920398,185.375,19.2,210.62500000000068,877.25,1.0958127983356116,0.4093192642941301,560.375,5.2609766577068005,-1.60748034652173,0.8614805640996814,22.1,1586.375,-1.4898190536447795,-1.914108421590304,-1.914108421590304,2.087115393569285,2.087115393569285,1783.2885572139303
B_31_1030crop.csv,B,0.6197147921812783,134.18793832132306,398.375,28.750000000000227,110.41666666666666,5.527985074626866,1111.125,22.0,403.1249999999977,1403.375,1.444140104601112,0.7131360717838704,895.125,14.383273364077304,-1.898123447884966,1.867350234751064,22.6,1802.625,-1.6254200526414115,-2.0477615279779817,-2.0477615279779817,2.6131590128539006,2.6131590128539006,2034.7885572139303
B_32_1030crop.csv,B,0.569905228398519,68.80116684390386,202.5,15.000000000000114,51.15,2.5578358208955225,514.125,19.4,292.50000000000114,1077.125,1.026306022788087,1.0593635086315052,674.5,7.712124578671085,-1.8701187974097024,1.8163354012469288,22.5,1655.25,-1.6584551739355766,-2.136612868379832,-2.136612868379832,3.0666052837877418,3.0666052837877418,1883.8899253731345
B_33_1030crop.csv,B,0.3607621759768328,54.30583339212836,162.25,11.875000000000114,64.5375,3.232587064676617,649.75,21.8,206.87500000000068,959.625,0.9514655463826436,0.2718623926574586,602.625,7.159933119359852,-1.600236381907468,0.855417124029684,24.6,1641.125,-1.3336830472955712,-1.815722887757495,-1.815722887757495,1.7023999545775022,1.7023999545775022,1828.879353233831
B_34_1030crop.csv,B,0.5341494347187826,55.5481332284396,164.25,12.500000000000057,62.37083333333333,3.121890547263681,627.5,19.9,225.6250000000009,966.5,0.9403706025695754,0.5182580723384991,608.625,6.5841224279011135,-1.680858872040434,1.1147178757378562,22.7,1665.375,-1.5333572997985896,-1.9754143101487456,-1.9754143101487456,2.323408972994316,2.323408972994316,1866.80223880597
B_35_1030crop.csv,B,0.6100970673385777,63.73842911642123,189.5,15.000000000000114,44.9125,2.25,452.25,20.1,234.3749999999989,1023.75,1.2450126330224287,0.4639286019496378,642.0,7.399030959666302,-1.6627181754636609,1.0555836952074005,22.9,1673.625,-1.4987085216694358,-1.9135297505785047,-1.9135297505785047,2.09402478591129,2.09402478591129,1831.245024875622
