file,label,F1_mean,F1_max,F1_median,F1_std,F1_skew,F1_kurtosis,F2_mean,F2_max,F2_median,F2_std,F2_skew,F2_kurtosis,F3_mean,F3_max,F3_median,F3_std,F3_skew,F3_kurtosis,F4_mean,F4_max,F4_median,F4_std,F4_skew,F4_kurtosis,F5_mean,F5_max,F5_median,F5_std,F5_skew,F5_kurtosis,F6_mean,F6_max,F6_median,F6_std,F6_skew,F6_kurtosis,F7_mean,F7_max,F7_median,F7_std,F7_skew,F7_kurtosis,F8_mean,F8_max,F8_median,F8_std,F8_skew,F8_kurtosis,F9_mean,F9_max,F9_median,F9_std,F9_skew,F9_kurtosis,F10_mean,F10_max,F10_median,F10_std,F10_skew,F10_kurtosis,F1_auc,F1_gradmax,F2_auc,F2_gradmax,F3_auc,F3_gradmax,F4_auc,F4_gradmax,F5_auc,F5_gradmax,F6_auc,F6_gradmax,F7_auc,F7_gradmax,F8_auc,F8_gradmax,F9_auc,F9_gradmax,F10_auc,F10_gradmax,F1_fft_max_mag,F1_dwt_energy,F2_fft_max_mag,F2_dwt_energy,F3_fft_max_mag,F3_dwt_energy,F4_fft_max_mag,F4_dwt_energy,F5_fft_max_mag,F5_dwt_energy,F6_fft_max_mag,F6_dwt_energy,F7_fft_max_mag,F7_dwt_energy,F8_fft_max_mag,F8_dwt_energy,F9_fft_max_mag,F9_dwt_energy,F10_fft_max_mag,F10_dwt_energy,F1_time_to_peak,F2_time_to_peak,F3_time_to_peak,F4_time_to_peak,F5_time_to_peak,F6_time_to_peak,F7_time_to_peak,F8_time_to_peak,F9_time_to_peak,F10_time_to_peak
A_01_1030crop.csv,A,589.2089552238806,1028.875,684.625,375.1266492526297,-0.344858653094181,-1.4385420472190402,39.05721393034826,83.25,39.0,28.272810721056047,0.0493003229824839,-1.463622167863339,2.174129353233831,4.125,2.25,1.4121218687926576,-0.0665846659979642,-1.481714608518507,1102.0597014925372,1461.0,1362.875,502.07348317291513,-1.3223756998438825,0.0927253788741975,405.9533582089553,583.625,474.5,188.7174358698332,-1.1222792678197913,-0.1199327292582541,290.38557213930346,403.5,344.75,131.8471170689713,-1.2528642886770605,0.1102590300566443,7.541666666666667,10.75,9.25,3.5909542355375,-0.9553355903152247,-0.5097460210244016,1785.1623134328358,2352.875,2287.25,845.1112879927604,-1.2707882251900566,-0.0848508839901827,1085.929104477612,1484.5,1392.25,525.8168143410073,-1.1079574054501082,-0.3590587298817693,1581.8308457711444,1997.75,1915.375,656.5333531794828,-1.5814740209605107,0.8887196823588188,11791.445833333331,101.25000000000044,780.7916666666667,6.875000000000085,43.445833333333326,1.2500000000000044,22085.62083333333,367.50000000000136,8140.0666666666675,112.50000000000044,5821.691666666667,82.50000000000034,151.0166666666667,2.500000000000007,35767.5375,621.8750000000018,21754.029166666667,288.75000000000114,31701.1375,643.1250000000023,118431.0,0.2640105550523532,7850.5,0.3239871358439105,437.0,0.1530384952414349,221514.0,1.805899042348471,81596.625,0.956300648614766,58367.5,0.5262799350963282,1515.875,0.329392519800619,358817.625,1.4397674801614446,218271.75,0.5016159276985122,317948.0,2.6775220696546675,30.0,30.0,28.0,21.2,20.2,20.5,27.2,22.7,25.5,21.6
A_02_1030crop.csv,A,605.8830845771145,1028.125,720.0,379.69847376902266,-0.4219812416931021,-1.3813750306820396,40.29601990049751,86.25,40.5,29.653186514727484,0.0282230703428231,-1.4631021434493532,1.9645522388059704,3.875,2.0,1.3137013520187848,-0.1671214621075994,-1.398039006671448,1063.429104477612,1407.75,1311.125,492.5104081393266,-1.3939305663669312,0.2853234882180113,430.7549751243781,610.375,501.0,195.50200357506583,-1.2003474776985874,0.102971481144122,303.125,416.625,356.125,134.56385461983933,-1.3304631705388443,0.3414471620213399,8.009950248756219,11.375,9.75,3.7742450726167194,-1.0127151251856938,-0.3777909129457857,1710.6026119402984,2235.875,2170.75,806.9901738360444,-1.3447757512942018,0.1006402787798133,1054.3725124378109,1437.125,1359.625,517.2020833472036,-1.1502839066043835,-0.2815782034891554,1549.8712686567164,1943.375,1863.75,638.6030869485415,-1.6636962783245115,1.1590806444089117,12127.070833333337,106.87500000000044,805.6291666666667,6.875000000000057,39.3125,0.6250000000000284,21314.22500000001,402.4999999999977,8638.208333333332,134.37500000000057,6077.724999999999,95.62500000000034,160.46250000000003,2.500000000000007,34276.6125,657.5000000000027,21123.266666666663,305.6249999999984,31063.3375,688.1250000000027,121782.5,0.2464537417555137,8099.5,0.244199364316322,394.875,0.1474267743044538,213749.25,1.941669063161214,86581.75,1.364775362325894,60928.125,0.6145492277876937,1610.0,0.4915918359913536,343831.125,1.6662942914628196,211928.875,0.6155225605105212,311524.125,2.4182849126454347,30.0,30.0,29.9,20.9,19.7,20.1,26.7,22.5,25.0,21.4
A_03_1030crop.csv,A,910.1374378109452,1378.375,1164.875,513.1122186652346,-0.6933070028908961,-1.1329288361059564,85.06343283582089,181.0,85.0,61.83142671416511,0.0377807295798671,-1.463293326672155,3.627487562189055,6.625,3.75,2.114344818386852,-0.0754403740185186,-1.5128152676691178,1365.273631840796,1722.625,1634.375,562.7735972826918,-1.615893673600818,0.9607895288979966,692.8115671641791,963.875,804.625,305.671679588809,-1.279755028259155,0.2789276126826014,460.5018656716418,626.875,538.375,198.75435376407728,-1.3856259585574635,0.5196443148140752,13.483830845771145,19.625,16.0,6.413390628557676,-0.8695641664221659,-0.6268919448121717,2044.8544776119404,2524.875,2474.25,849.1347787483156,-1.66003261607563,1.041859448677091,1356.5690298507463,1741.375,1697.0,591.8192128498264,-1.4294052891494216,0.4364872520668088,1886.7916666666667,2267.875,2206.375,694.6449447331828,-1.9378417656631652,2.1668507278117968,18225.6625,181.8750000000009,1700.658333333333,13.750000000000057,72.55833333333332,1.25,27363.329166666663,590.0000000000023,13892.9875,234.3750000000009,9233.566666666666,156.87500000000068,270.06666666666666,3.125000000000014,40978.87499999999,998.7499999999936,27182.00833333333,472.5000000000018,37816.29166666666,1003.1250000000032,182937.625,0.5682271443597168,17097.75,0.2831586536579195,729.125,0.1393480372080576,274420.0,2.697580554434784,139255.125,3.2067359349679814,92560.875,1.2089898885334802,2710.25,0.4620313389370936,411015.75,2.106690540713434,272670.375,0.9307100205244851,379245.125,3.257266511603576,26.6,30.0,29.4,20.4,19.5,19.5,27.9,20.8,23.2,20.9
A_04_1030crop.csv,A,636.264303482587,1069.875,756.875,394.5117657304578,-0.4213577965252549,-1.3913409442872406,46.25373134328358,94.5,46.75,31.585736078794596,0.010610224152194,-1.4699795930090254,2.1181592039800994,4.25,2.125,1.4634964928568643,0.0090598812345252,-1.4864186758638922,1143.2070895522388,1499.5,1395.75,506.5884463327434,-1.3973731209217954,0.3053265497847457,429.2779850746269,622.625,499.625,202.20911846549308,-1.109703019667147,-0.1067188691716589,300.3358208955224,420.875,354.25,138.14275348348087,-1.274874323697953,0.2241239055512114,7.715174129353234,11.125,9.5,3.8196719916647055,-0.9652933491932956,-0.4800219561555794,1830.1635572139303,2378.5,2308.375,843.4786884999762,-1.3535567462856375,0.1266983357232667,1110.9023631840796,1493.25,1423.125,523.0750263944691,-1.188213290744632,-0.1799465255270185,1621.2966417910447,2028.25,1938.875,653.1051457392489,-1.6633086268122743,1.167699687037679,12735.249999999996,112.50000000000044,924.7791666666666,7.500000000000085,42.29999999999998,1.250000000000007,22911.97916666666,410.6249999999982,8609.079166666668,127.50000000000044,6022.437499999999,93.74999999999956,154.575,2.5000000000000107,36671.7875,688.7499999999964,22256.166666666668,314.37500000000136,32494.104166666668,693.1250000000023,127889.125,0.2840116202600476,9297.0,0.2088773204447621,425.75,0.1764152272968049,229784.625,2.4261601905685826,86284.875,1.8378335314667504,60367.5,0.7948955114567434,1550.75,0.3743244336194016,367862.875,1.9250748390747352,223291.375,0.8320325700573625,325880.625,2.8890922812350324,29.4,30.0,28.6,20.9,20.0,20.2,25.4,22.2,24.5,21.2
A_05_1030crop.csv,A,574.7512437810946,1005.25,665.875,365.74817427911074,-0.3388625769834199,-1.4393952570818838,38.19713930348259,79.125,38.875,26.302871202267674,0.0252427816120692,-1.4557429297540343,2.5907960199004973,4.75,2.75,1.429846602489521,-0.1147834974730643,-1.457953111738914,1075.0273631840796,1431.5,1332.125,495.4482095595197,-1.306847951741262,0.0490496798341086,381.69092039801,556.875,452.0,185.8451374657816,-1.0711376507640695,-0.2816698180283934,265.7276119402985,382.625,310.25,123.48612550729996,-1.1980170470142375,0.0803173794658986,3.3544776119402986,8.375,3.0,2.966851246549196,0.2022491476573704,-1.340308138984903,1761.1511194029852,2324.75,2255.5,833.8673455290519,-1.2689147985235016,-0.0819468042443332,1066.1150497512438,1455.75,1364.0,513.4240543062781,-1.1211168727453689,-0.316761899740491,1560.4968905472638,1971.0,1885.125,645.4347025779977,-1.5911018215442418,0.934041026691682,11501.979166666664,98.12500000000044,763.7041666666667,6.250000000000028,51.85416666666667,1.2499999999999822,21544.116666666665,364.9999999999977,7653.512499999999,108.12500000000034,5328.654166666667,80.00000000000034,67.49166666666669,2.500000000000057,35286.69583333334,604.3750000000018,21357.50833333333,285.62500000000114,31274.391666666663,627.5000000000023,115525.0,0.2488593038998311,7677.625,0.2498802170798916,520.75,0.1935169618257881,216080.5,2.239849085404958,76719.875,1.181551223986058,53411.25,0.5458854737004614,674.25,0.4662585244847345,353991.375,1.642106286900168,214289.125,0.6921875192677596,313659.875,2.7024012926958765,30.0,30.0,29.9,21.5,20.6,19.5,19.0,22.9,25.1,21.9
A_06_1030crop.csv,A,569.6809701492538,980.375,666.875,359.05149301284814,-0.369978132599616,-1.4251023492593682,38.03544776119403,78.5,38.75,26.826039858244577,-0.0055870262309177,-1.473071665317332,1.5230099502487562,3.375,1.625,1.2428335943257145,-0.0861566609317874,-1.5064719169660294,1052.9782338308455,1404.5,1296.375,483.9951016961954,-1.3242123537718613,0.0988800425847102,376.42910447761193,552.0,441.0,181.6955210971372,-1.0585250341859964,-0.2521907177376685,275.1194029850746,385.125,324.125,125.1435496004838,-1.2500015822417865,0.1549736420041005,7.391791044776119,10.5,9.125,3.529343205020628,-1.0187007945893125,-0.4077133265643704,1729.5230099502487,2273.0,2196.125,812.8034130279416,-1.3030005038325552,-0.0014516908264496,1048.7356965174129,1420.625,1345.375,500.1347578328762,-1.1595555136952402,-0.2404577622735182,1530.7369402985075,1932.875,1837.375,630.7276976201697,-1.6248359697069557,1.0359991894515952,11401.279166666664,98.12500000000044,760.5124999999999,6.875,30.433333333333334,0.6250000000000249,21103.575,368.1249999999982,7548.945833333334,110.62499999999956,5516.504166666668,81.87500000000034,147.99583333333337,2.5000000000000107,34654.65416666667,620.0000000000018,21010.504166666666,287.50000000000114,30680.129166666666,633.7500000000023,114505.875,0.261677991454135,7645.125,0.2526370189409805,306.125,0.1334274623953582,211648.625,2.5503820381682405,75662.25,1.323173775911046,55299.0,0.6138627119870531,1485.75,0.594035403286709,347634.125,2.120398422655969,210795.875,0.661377940354795,307678.125,3.2470121741599183,29.9,29.9,29.9,20.9,20.2,20.1,26.4,22.3,24.7,21.1
A_07_1030crop.csv,A,684.3644278606965,1144.375,819.625,423.62215281459214,-0.4375588257534447,-1.3824349173618402,50.11256218905473,105.375,50.375,35.80454777428085,0.0222591169122242,-1.4615902607836302,1.4645522388059702,3.375,1.5,1.2915614170597065,0.018534856629403,-1.5480066193233526,1179.3893034825871,1547.0,1452.375,532.8768120841603,-1.3862123481587876,0.2535616459566525,469.11567164179104,674.625,556.125,223.89822001534856,-1.115709896406808,-0.1963118835412909,327.304104477612,454.875,391.625,152.1637475700805,-1.2783151623524982,0.1561474098965787,7.330223880597015,12.0,9.25,4.728843044753893,-0.7437652222039601,-0.9442833600485084,1879.4216417910447,2429.25,2368.0,861.8077877428469,-1.378569467665676,0.1933717551896929,1192.3103233830846,1589.0,1518.125,552.5279141738572,-1.2325781987135602,-0.0609191668312867,1694.6100746268658,2108.125,2033.5,682.8566943462968,-1.6814463529525396,1.2172886359942998,13698.450000000004,121.87500000000068,1001.9125,8.125000000000057,29.262500000000003,1.250000000000005,23636.1,433.7499999999977,9406.420833333334,137.50000000000043,6562.162499999999,103.12500000000034,146.77499999999998,3.1250000000000107,37658.875,727.4999999999964,23887.625,341.2500000000009,33962.662500000006,755.0000000000023,137557.25,0.2490344706609129,10072.625,0.2523607485991386,294.375,0.170960648996363,237057.25,1.913143934237356,94292.25,1.5521373801840266,65788.125,0.830520448043008,1473.375,0.5840255309008168,377763.75,1.4265607972594616,239654.375,0.7669357094566966,340616.625,2.050869357971797,29.5,30.0,29.1,21.2,20.4,20.3,28.8,22.3,24.9,21.7
A_08_1030crop.csv,A,646.0174129353234,1085.875,767.0,398.8261460634876,-0.415615925038579,-1.3973272735383393,47.35385572139303,97.125,48.0,32.61648690987992,0.0014614172267348,-1.4635791812105352,2.72636815920398,4.5,3.0,1.3244265608953445,-0.2637098669730258,-1.4437566008426237,1146.8606965174129,1499.125,1398.5,502.81095614125593,-1.3995271276705854,0.3130098480600622,443.0771144278607,637.75,515.75,205.631801461424,-1.132659149721851,-0.0584693172209696,308.52487562189054,429.0,362.875,139.18706933658356,-1.2748880531232007,0.2145604255705926,8.559701492537313,12.375,10.5,4.102448050907626,-0.9438311118250702,-0.5206865305939159,1842.8644278606964,2385.25,2317.375,839.1188425181209,-1.3634982088570764,0.1574738395271127,1144.4701492537313,1537.625,1462.0,535.0808494363818,-1.1790996305500268,-0.1965806584123939,1647.365671641791,2054.375,1972.125,658.9226656306207,-1.6631886705758423,1.1693870911685744,12930.291666666666,113.75000000000024,946.8499999999998,7.500000000000057,54.56666666666668,1.2500000000000044,22984.63333333333,403.75000000000136,8885.433333333332,132.50000000000043,6186.275,92.50000000000024,171.425,2.5000000000000107,36925.77916666666,685.6249999999964,22928.091666666664,313.1250000000009,33015.73333333333,693.7500000000027,129849.5,0.2351235809415366,9518.125,0.2930473944804489,548.0,0.1657932130263253,230519.0,2.2588000258968117,89058.5,1.3798906791539989,62013.5,0.632254200583703,1720.5,0.5069949643812124,370415.75,1.8542649452085231,230038.5,0.9404242369615012,331120.5,2.206973793919259,29.4,30.0,30.0,20.9,20.0,20.0,27.4,22.2,24.8,21.5
A_09_1030crop.csv,A,578.3084577114428,1001.5,676.0,367.1953980615384,-0.3626399479065831,-1.4283962828552572,38.973880597014926,81.0,39.75,27.760392623710477,-0.0086543134023208,-1.4701239855388648,1.4639303482587065,3.0,1.625,1.0342120201444778,-0.1520921577382955,-1.4470630245092329,1107.1337064676618,1461.25,1355.0,495.7539333734952,-1.3657324106155289,0.2225626688977859,392.910447761194,570.0,458.875,184.8703489730073,-1.0825519830661068,-0.2034479593304956,282.4707711442786,393.0,332.75,126.48903471255836,-1.2657109690388244,0.1876506502578685,7.516791044776119,10.75,9.25,3.5923687117712237,-0.9810280757383278,-0.4805009048292885,1774.705223880597,2330.125,2257.75,832.6400642173514,-1.3012021492703238,-0.0048398123677673,1081.9017412935325,1462.625,1382.5,511.2996931627391,-1.1592224151284811,-0.2296170584559154,1581.6797263681592,1991.25,1899.75,647.0449135410562,-1.6207016686628952,1.018880152066071,11573.845833333336,100.00000000000044,779.2791666666666,6.250000000000057,29.27083333333333,1.2499999999999822,22188.68333333333,385.00000000000136,7878.845833333333,111.87500000000034,5663.491666666667,83.75000000000034,150.575,2.500000000000009,35559.39166666667,638.1250000000027,21674.545833333337,293.12500000000114,31699.6125,655.6250000000027,116240.0,0.2646135817739862,7833.75,0.2995118733960886,294.25,0.2144503658152337,222533.875,2.0398637033723586,78975.0,1.370235597058364,56776.625,0.6235386963839661,1510.875,0.5999179958240308,356715.75,1.6661007891859116,217462.25,0.6581193363825136,317917.625,2.57141584098372,30.0,30.0,30.0,21.0,20.3,20.4,25.8,22.4,25.0,21.2
A_10_1030crop.csv,A,672.4583333333334,1105.25,810.875,407.7710784054133,-0.4645316241339143,-1.3638721405137872,50.99129353233831,106.75,51.75,36.51532790089469,0.0058679207761411,-1.4675518224330668,1.6983830845771144,3.625,1.75,1.2546780116618366,0.0456835541584631,-1.518060860597969,1127.152985074627,1469.625,1372.75,493.38519624672335,-1.4227329298273437,0.375156387872015,479.0740049751244,688.625,562.5,225.2784637655631,-1.1114176395601134,-0.1815164011110348,338.55348258706465,467.25,398.875,150.4666087288113,-1.2957349463563972,0.2471703152437716,8.983830845771145,12.875,10.875,4.230867058995039,-0.952797584595838,-0.4966521439290083,1745.9129353233832,2229.25,2167.625,769.3556984924637,-1.4445882622300346,0.3928512089084437,1107.5143034825871,1466.75,1411.125,505.42695813535965,-1.2533464396940026,-0.0128631541268049,1624.749378109453,2008.25,1931.0,633.5059817412748,-1.7304634215935717,1.4110271442313582,13460.8125,120.00000000000044,1019.5041666666666,8.125000000000057,33.96666666666666,1.2500000000000036,22589.68333333333,411.2500000000018,9606.0,135.62500000000043,6787.7625,101.25000000000034,179.9083333333333,2.499999999999986,34984.44166666668,683.7500000000027,22189.07083333333,321.8749999999984,32562.800000000003,718.7499999999959,135164.125,0.2775152316526547,10249.25,0.3191489493469409,341.375,0.1730120615287183,226557.75,2.0344110245402347,96293.875,1.7886062476087048,68049.25,0.4396959821021968,1805.75,0.4214487529024987,350928.5,1.397536245396931,222610.375,0.8151510133167184,326574.625,2.1202812877842883,29.0,30.0,29.0,20.8,20.3,20.0,28.3,21.8,24.2,21.3
