time(s),F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,Temp,Humid
10.0,1.375,0.5,0.25,2.625,-0.375,-0.5,0.0,2.75,0.625,0.375,0.0600000000000022,-0.1199999999999974
10.1,1.375,0.5,0.125,2.625,-0.5,-0.625,0.125,2.75,0.625,0.375,0.0399999999999991,-0.0799999999999983
10.2,1.375,0.5,0.125,2.5,-0.5,-0.75,0.125,2.75,0.625,0.375,0.0300000000000011,-0.0999999999999943
10.3,1.25,0.375,0.0,2.5,-0.5,-0.75,0.125,2.75,0.625,0.5,0.0300000000000011,-0.1299999999999954
10.4,1.25,0.5,0.0,2.375,-0.625,-0.875,0.0,2.75,0.875,0.625,0.0300000000000011,-0.0999999999999943
10.5,1.25,0.5,0.0,2.375,-0.625,-1.0,0.0,2.625,1.0,0.75,0.0600000000000022,-0.1400000000000005
10.6,1.25,0.375,-0.125,2.375,-0.625,-1.125,0.125,2.625,1.0,1.0,0.0600000000000022,-0.0499999999999971
10.7,1.125,0.375,-0.125,2.25,-0.625,-1.375,0.125,2.625,1.125,1.75,0.0399999999999991,-0.1099999999999994
10.8,1.125,0.375,-0.25,2.375,-0.5,-1.625,0.0,2.75,1.25,2.875,0.009999999999998,-0.0700000000000002
10.9,1.25,0.25,-0.125,2.5,-0.25,-2.25,-0.25,2.75,1.375,5.25,0.0399999999999991,-0.1899999999999977
11.0,1.5,0.25,-0.25,2.75,0.375,-3.0,-0.375,2.875,1.75,9.125,0.0399999999999991,-0.0999999999999943
11.1,1.875,0.25,-0.25,3.25,1.375,-3.625,-0.5,3.25,2.5,14.75,0.0399999999999991,-0.1299999999999954
11.2,2.375,0.25,-0.25,4.25,2.875,-3.75,-0.625,4.0,3.75,22.75,0.0600000000000022,-0.1699999999999946
11.3,3.125,0.125,-0.25,5.875,5.0,-3.25,-0.875,5.625,5.875,33.5,0.0600000000000022,-0.1199999999999974
11.4,4.25,0.125,-0.375,8.625,7.75,-2.0,-0.875,8.125,9.5,47.125,0.0399999999999991,-0.1299999999999954
11.5,5.75,0.25,-0.375,12.5,11.25,0.0,-0.875,12.375,14.875,64.25,0.0399999999999991,-0.1299999999999954
11.6,7.5,0.25,-0.375,17.875,15.625,2.75,-0.875,18.5,22.75,85.0,0.0600000000000022,-0.1099999999999994
11.7,9.625,0.25,-0.375,25.25,20.625,6.0,-1.0,26.875,33.0,110.0,0.0600000000000022,-0.0700000000000002
11.8,12.125,0.375,-0.375,34.75,26.375,10.125,-1.0,38.125,46.125,140.25,0.0600000000000022,-0.0999999999999943
11.9,15.125,0.5,-0.375,46.625,33.0,14.75,-1.25,52.5,61.875,176.0,0.0600000000000022,-0.0799999999999983
12.0,18.375,0.625,-0.375,61.0,40.25,19.875,-1.25,70.125,80.0,218.125,0.0399999999999991,-0.1099999999999994
12.1,22.125,0.75,-0.375,78.25,48.125,25.5,-1.25,91.625,100.5,267.625,0.0600000000000022,-0.0399999999999991
12.2,26.25,1.0,-0.5,98.125,56.875,31.75,-1.375,117.125,123.25,323.875,0.0399999999999991,-0.0700000000000002
12.3,30.625,1.25,-0.375,120.625,66.125,38.25,-1.375,146.25,148.0,385.5,0.0700000000000002,-0.0599999999999951
12.4,35.625,1.5,-0.5,146.0,76.0,45.25,-1.25,180.125,174.75,453.0,0.0300000000000011,-0.019999999999996
12.5,41.0,1.625,-0.375,174.125,86.5,52.625,-1.125,218.375,203.25,525.125,0.0399999999999991,-0.0499999999999971
12.6,46.625,2.0,-0.375,204.375,97.25,60.375,-1.25,260.625,233.0,599.875,0.0399999999999991,0.0200000000000031
12.7,52.75,2.25,-0.5,237.625,108.625,68.375,-1.375,307.875,264.375,677.125,0.0600000000000022,-0.0700000000000002
12.8,59.25,2.625,-0.5,272.875,120.5,76.75,-1.125,359.625,297.0,754.75,0.0600000000000022,0.0400000000000062
12.9,66.0,3.0,-0.5,310.125,132.625,85.25,-1.25,414.875,330.125,831.125,0.0300000000000011,0.0500000000000042
13.0,73.25,3.375,-0.5,349.5,145.375,94.125,-1.125,474.875,364.375,907.625,0.0600000000000022,0.0100000000000051
13.1,80.75,3.875,-0.5,390.25,158.125,103.125,-1.125,537.625,398.75,982.625,0.0700000000000002,0.0500000000000042
13.2,88.625,4.25,-0.5,432.75,171.5,112.375,-1.125,604.375,433.75,1055.875,0.0399999999999991,0.1000000000000014
13.3,96.875,4.625,-0.5,476.375,185.0,121.875,-1.0,673.875,468.875,1125.375,0.0799999999999983,0.1000000000000014
13.4,105.375,5.125,-0.5,520.25,198.625,131.25,-1.0,745.0,503.75,1190.25,0.0399999999999991,0.0600000000000022
13.5,114.125,5.625,-0.5,565.125,212.625,140.75,-1.0,818.875,538.875,1252.0,0.0600000000000022,0.1900000000000048
13.6,123.25,6.0,-0.375,610.125,226.625,150.375,-0.875,893.875,573.75,1310.0,0.0600000000000022,0.1099999999999994
