time(s),F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,Temp,Humid
10.0,4.875,2.25,0.5,9.625,-7.625,-8.25,-0.125,8.0,1.875,-1.5,0.0700000000000002,-0.6000000000000014
10.1,4.875,2.375,0.5,9.5,-7.75,-8.25,-0.125,8.0,1.75,-1.625,0.0799999999999983,-0.6300000000000026
10.2,4.875,2.25,0.5,9.5,-7.75,-8.375,0.0,7.875,1.75,-1.75,0.0700000000000002,-0.6300000000000026
10.3,4.875,2.375,0.5,9.375,-7.875,-8.375,-0.125,7.875,1.75,-2.0,0.0499999999999971,-0.6499999999999986
10.4,4.875,2.375,0.375,9.25,-7.875,-8.5,-0.125,7.875,1.625,-2.0,0.0700000000000002,-0.6400000000000006
10.5,4.875,2.375,0.5,9.125,-8.0,-8.625,-0.125,7.75,1.625,-2.125,0.0700000000000002,-0.6400000000000006
10.6,4.875,2.375,0.375,9.0,-8.0,-8.75,-0.125,7.625,1.5,-2.0,0.0499999999999971,-0.6600000000000037
10.7,5.0,2.375,0.5,9.0,-8.125,-8.75,-0.125,7.625,1.5,-1.5,0.0799999999999983,-0.7000000000000028
10.8,5.0,2.375,0.5,8.875,-8.0,-8.625,-0.125,7.625,1.5,-0.5,0.0799999999999983,-0.6000000000000014
10.9,5.25,2.5,0.5,8.875,-7.875,-8.5,-0.25,7.625,1.5,1.375,0.0900000000000034,-0.7100000000000009
11.0,5.375,2.5,0.5,9.0,-7.625,-8.125,0.0,7.75,1.625,4.125,0.0799999999999983,-0.730000000000004
11.1,5.75,2.375,0.5,9.5,-7.0,-7.5,0.125,8.125,1.875,8.375,0.0700000000000002,-0.6899999999999977
11.2,6.25,2.5,0.5,10.375,-5.875,-6.625,0.125,8.75,2.625,14.375,0.0700000000000002,-0.730000000000004
11.3,7.0,2.375,0.5,11.75,-4.375,-5.25,0.125,10.0,4.0,23.0,0.0799999999999983,-0.730000000000004
11.4,7.875,2.5,0.5,14.0,-2.25,-3.5,0.25,12.125,6.0,35.125,0.0799999999999983,-0.6899999999999977
11.5,9.0,2.5,0.625,17.0,0.5,-1.125,0.25,15.5,9.0,50.0,0.0700000000000002,-0.7199999999999989
11.6,10.375,2.5,0.5,21.375,3.625,1.875,0.375,20.25,13.5,67.625,0.0900000000000034,-0.7000000000000028
11.7,12.125,2.625,0.625,27.0,7.25,5.5,0.5,27.0,19.625,87.875,0.0799999999999983,-0.759999999999998
11.8,14.0,2.5,0.625,34.25,11.375,9.75,0.625,35.75,27.625,111.125,0.0799999999999983,-0.6899999999999977
11.9,16.375,2.625,0.625,43.0,15.875,14.375,0.625,46.875,37.625,137.5,0.0799999999999983,-0.6700000000000017
12.0,18.75,2.75,0.625,53.75,21.0,19.5,0.75,60.5,49.875,168.375,0.0900000000000034,-0.6700000000000017
12.1,21.5,2.875,0.625,66.25,26.5,24.875,1.0,77.125,64.125,203.875,0.0799999999999983,-0.6700000000000017
12.2,24.5,3.0,0.625,80.5,32.625,30.625,1.25,96.25,80.375,243.375,0.0799999999999983,-0.7000000000000028
12.3,27.875,3.125,0.625,96.875,39.25,36.875,1.375,118.625,98.5,287.625,0.0900000000000034,-0.6099999999999994
12.4,31.625,3.25,0.625,115.125,46.125,43.25,1.375,144.0,118.625,336.125,0.0700000000000002,-0.5499999999999972
12.5,35.5,3.375,0.625,135.125,53.5,49.875,1.625,172.125,139.875,388.25,0.1099999999999994,-0.5799999999999983
12.6,39.625,3.625,0.625,157.25,61.25,56.75,1.75,203.875,163.0,444.375,0.0799999999999983,-0.5700000000000003
12.7,44.125,3.75,0.625,181.25,69.25,64.0,1.875,239.0,187.0,503.25,0.1099999999999994,-0.5499999999999972
