time(s),F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,Temp,Humid
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,0.0,0.0,0.0,0.125,-0.125,0.0,0.125,0.125,0.125,0.25,0.010000000000005116,-0.030000000000001137
0.2,0.125,0.0,0.0,0.375,0.0,0.0,0.0,0.375,0.25,0.375,0.030000000000001137,-0.03999999999999915
0.3,0.0,0.0,0.0,0.5,0.0,0.125,-0.125,0.5,0.375,0.5,0.030000000000001137,0.00999999999999801
0.4,0.125,0.0,0.0,0.75,0.0,0.125,-0.125,0.625,0.375,0.625,0.010000000000005116,-0.030000000000001137
0.5,0.125,0.0,0.0,0.875,0.0,0.125,-0.125,0.875,0.625,0.875,0.03999999999999915,0.01999999999999602
0.6,0.25,0.0,0.0,1.125,0.0,0.125,-0.125,1.125,0.625,1.0,0.030000000000001137,0.030000000000001137
0.7,0.25,0.0,0.0,1.25,0.0,0.125,-0.25,1.125,0.75,1.25,0.03999999999999915,-0.010000000000005116
0.8,0.25,0.0,0.0,1.375,0.0,0.125,-0.125,1.375,1.0,1.375,0.03999999999999915,-0.010000000000005116
0.9,0.375,0.0,0.0,1.625,0.125,0.125,-0.125,1.5,1.125,1.5,0.060000000000002274,-0.020000000000003126
1.0,0.375,0.0,0.0,1.75,0.125,0.125,0.0,1.625,1.125,1.5,0.07000000000000028,0.00999999999999801
1.1,0.375,0.0,0.0,1.875,0.0,0.125,0.0,1.875,1.25,1.75,0.03999999999999915,-0.020000000000003126
1.2,0.5,0.0,-0.125,2.125,0.0,0.125,0.0,1.875,1.375,1.75,0.03999999999999915,-0.010000000000005116
1.3,0.5,0.125,0.0,2.25,0.125,0.0,0.0,2.0,1.375,2.0,0.03999999999999915,-0.020000000000003126
1.4,0.5,0.0,0.0,2.375,0.0,0.0,0.0,2.25,1.5,2.0,0.03999999999999915,-0.010000000000005116
1.5,0.625,0.0,0.0,2.5,0.0,0.0,0.0,2.25,1.625,2.125,0.07000000000000028,0.03999999999999915
1.6,0.625,0.0,0.0,2.625,0.0,-0.125,0.0,2.375,1.625,2.125,0.060000000000002274,0.00999999999999801
1.7,0.625,0.125,0.0,2.875,-0.125,-0.125,-0.125,2.625,1.75,2.25,0.07000000000000028,-0.020000000000003126
1.8,0.75,0.125,0.0,3.0,-0.125,-0.125,0.0,2.75,1.875,2.375,0.060000000000002274,-0.020000000000003126
1.9,0.75,0.125,0.0,3.0,-0.125,-0.25,0.0,2.75,1.875,2.375,0.07000000000000028,-0.020000000000003126
2.0,0.75,0.125,0.0,3.125,-0.125,-0.25,0.0,2.875,2.0,2.5,0.03999999999999915,-0.020000000000003126
2.1,0.75,0.0,0.0,3.375,-0.25,-0.375,0.0,3.0,2.0,2.5,0.060000000000002274,-0.05000000000000426
2.2,0.875,0.125,0.0,3.5,-0.25,-0.375,0.125,3.125,2.0,2.625,0.060000000000002274,0.07000000000000028
2.3,0.875,0.125,0.125,3.5,-0.375,-0.5,0.0,3.25,2.125,2.625,0.060000000000002274,-0.010000000000005116
2.4,0.875,0.125,0.0,3.625,-0.375,-0.625,0.0,3.375,2.125,2.625,0.060000000000002274,-0.010000000000005116
2.5,1.0,0.125,0.125,3.75,-0.375,-0.625,-0.125,3.375,2.125,2.75,0.060000000000002274,-0.020000000000003126
2.6,1.0,0.125,0.0,3.875,-0.5,-0.75,0.0,3.5,2.25,2.625,0.060000000000002274,-0.020000000000003126
2.7,1.0,0.125,0.125,3.875,-0.5,-0.875,0.0,3.625,2.25,2.75,0.060000000000002274,-0.020000000000003126
2.8,1.0,0.125,0.125,4.0,-0.5,-0.875,0.125,3.625,2.375,2.75,0.0800000000000054,0.0
2.9,1.125,0.25,0.125,4.125,-0.625,-0.875,0.0,3.75,2.375,2.875,0.07000000000000028,-0.020000000000003126
3.0,1.125,0.25,0.125,4.125,-0.625,-1.0,-0.125,3.75,2.5,2.875,0.07000000000000028,-0.020000000000003126
3.1,1.25,0.25,0.125,4.25,-0.75,-1.125,0.0,3.875,2.5,2.875,0.07000000000000028,-0.030000000000001137
3.2,1.25,0.25,0.125,4.375,-0.875,-1.125,0.0,4.0,2.625,3.0,0.0800000000000054,-0.020000000000003126
3.3,1.125,0.25,0.125,4.375,-0.875,-1.25,-0.125,4.0,2.625,3.0,0.07000000000000028,-0.07000000000000028
3.4,1.25,0.25,0.125,4.5,-1.0,-1.375,0.125,4.0,2.625,3.0,0.0800000000000054,-0.10999999999999943
3.5,1.25,0.375,0.125,4.5,-1.0,-1.375,0.0,4.125,2.625,3.0,0.07000000000000028,-0.05000000000000426
3.6,1.25,0.375,0.125,4.625,-1.125,-1.375,0.125,4.125,2.625,3.0,0.060000000000002274,-0.0799999999999983
3.7,1.25,0.375,0.125,4.625,-1.125,-1.5,-0.125,4.25,2.625,3.0,0.07000000000000028,-0.07000000000000028
3.8,1.375,0.375,0.125,4.75,-1.25,-1.625,-0.125,4.25,2.625,3.0,0.07000000000000028,-0.07000000000000028
3.9,1.375,0.375,0.125,4.75,-1.25,-1.625,0.0,4.25,2.625,3.0,0.060000000000002274,-0.12000000000000455
4.0,1.375,0.375,0.125,4.875,-1.375,-1.75,0.0,4.375,2.75,3.0,0.060000000000002274,-0.07000000000000028
4.1,1.5,0.5,0.125,4.875,-1.5,-1.75,-0.125,4.375,2.75,3.0,0.07000000000000028,-0.0799999999999983
4.2,1.5,0.5,0.125,5.0,-1.625,-1.875,0.125,4.5,2.75,2.875,0.030000000000001137,-0.10999999999999943
4.3,1.5,0.5,0.125,5.0,-1.625,-1.875,0.0,4.5,2.75,2.875,0.060000000000002274,-0.10000000000000142
4.4,1.5,0.5,0.125,5.0,-1.625,-2.0,0.0,4.5,2.75,2.875,0.060000000000002274,-0.10999999999999943
4.5,1.625,0.5,0.125,5.125,-1.75,-2.125,0.0,4.5,2.75,2.875,0.07000000000000028,-0.14000000000000057
4.6,1.5,0.625,0.125,5.125,-1.875,-2.125,-0.125,4.625,2.875,2.75,0.060000000000002274,-0.14000000000000057
4.7,1.625,0.5,0.125,5.125,-1.875,-2.25,-0.125,4.625,2.875,2.75,0.07000000000000028,-0.14000000000000057
4.8,1.625,0.625,0.125,5.125,-2.0,-2.25,0.0,4.625,2.875,2.75,0.060000000000002274,-0.14999999999999858
4.9,1.625,0.625,0.125,5.125,-2.0,-2.25,-0.125,4.625,2.875,2.75,0.03999999999999915,-0.1700000000000017
5.0,1.625,0.625,0.125,5.25,-2.125,-2.375,0.0,4.625,2.875,2.75,0.0800000000000054,-0.17999999999999972
5.1,1.625,0.625,0.125,5.25,-2.125,-2.5,-0.25,4.625,2.875,2.75,0.03999999999999915,-0.1600000000000037
5.2,1.625,0.625,0.125,5.25,-2.25,-2.625,-0.125,4.75,2.875,2.625,0.030000000000001137,-0.21999999999999886
5.3,1.625,0.625,0.125,5.25,-2.25,-2.625,-0.125,4.75,2.875,2.75,0.07000000000000028,-0.17999999999999972
5.4,1.75,0.625,0.125,5.375,-2.375,-2.625,0.0,4.75,3.0,2.625,0.060000000000002274,-0.240000000000002
5.5,1.75,0.75,0.125,5.25,-2.375,-2.75,0.0,4.75,3.0,2.625,0.060000000000002274,-0.20000000000000284
5.6,1.75,0.75,0.125,5.375,-2.5,-2.75,0.0,4.75,3.0,2.625,0.0800000000000054,-0.21000000000000085
5.7,1.75,0.75,0.125,5.375,-2.5,-2.875,0.0,4.75,3.0,2.625,0.060000000000002274,-0.20000000000000284
5.8,1.75,0.75,0.125,5.25,-2.625,-2.875,-0.125,4.75,3.0,2.625,0.03999999999999915,-0.2700000000000031
5.9,1.75,0.75,0.125,5.375,-2.625,-2.875,-0.25,4.75,3.0,2.5,0.060000000000002274,-0.23000000000000398
6.0,1.75,0.875,0.125,5.375,-2.75,-3.0,-0.125,4.75,3.0,2.5,0.07000000000000028,-0.23000000000000398
6.1,1.875,0.875,0.125,5.375,-2.625,-3.0,-0.125,4.75,3.0,2.5,0.060000000000002274,-0.2600000000000051
6.2,1.875,0.875,0.125,5.375,-2.625,-3.0,-0.125,4.75,3.125,2.375,0.0800000000000054,-0.25
6.3,1.875,0.875,0.125,5.375,-2.75,-3.0,-0.125,4.875,3.0,2.375,0.07000000000000028,-0.2600000000000051
6.4,1.875,0.875,0.0,5.375,-2.75,-2.875,-0.125,4.875,3.125,2.375,0.060000000000002274,-0.28999999999999915
6.5,2.0,0.875,0.125,5.375,-2.625,-2.875,0.0,4.875,3.125,2.375,0.07000000000000028,-0.28999999999999915
6.6,2.0,0.875,0.125,5.375,-2.75,-2.875,-0.25,4.875,3.125,2.375,0.060000000000002274,-0.240000000000002
6.7,2.0,0.875,0.125,5.375,-2.75,-2.875,0.0,4.875,3.125,2.375,0.07000000000000028,-0.28999999999999915
6.8,2.0,0.875,0.0,5.375,-2.75,-2.75,0.0,4.875,3.25,2.375,0.0800000000000054,-0.240000000000002
6.9,2.0,0.875,0.0,5.375,-2.625,-2.75,-0.125,4.875,3.25,2.375,0.07000000000000028,-0.3200000000000003
7.0,2.125,0.875,0.0,5.5,-2.625,-2.625,-0.125,4.875,3.25,2.25,0.03999999999999915,-0.28999999999999915
7.1,2.125,1.0,0.0,5.375,-2.625,-2.5,-0.25,4.875,3.25,2.25,0.060000000000002274,-0.2600000000000051
7.2,2.125,1.0,0.125,5.375,-2.625,-2.5,0.0,4.875,3.25,2.25,0.10000000000000142,-0.25
7.3,2.125,1.0,0.125,5.375,-2.5,-2.375,-0.125,4.875,3.375,2.125,0.07000000000000028,-0.30000000000000426
7.4,2.25,1.0,0.125,5.375,-2.5,-2.25,0.125,4.875,3.25,2.125,0.060000000000002274,-0.30000000000000426
7.5,2.25,1.0,0.125,5.5,-2.5,-2.125,0.0,4.875,3.375,2.125,0.07000000000000028,-0.3200000000000003
7.6,2.25,0.875,0.125,5.5,-2.375,-2.0,-0.125,5.0,3.375,2.125,0.060000000000002274,-0.2700000000000031
7.7,2.375,0.875,0.125,5.5,-2.25,-1.75,0.0,4.875,3.375,2.125,0.0800000000000054,-0.28999999999999915
7.8,2.375,0.875,0.0,5.5,-2.25,-1.625,-0.125,5.0,3.375,2.125,0.07000000000000028,-0.30000000000000426
7.9,2.375,1.0,0.125,5.5,-2.125,-1.375,0.0,5.0,3.5,2.125,0.03999999999999915,-0.23000000000000398
8.0,2.5,0.875,0.125,5.5,-2.0,-1.25,0.0,5.0,3.5,2.125,0.0800000000000054,-0.240000000000002
8.1,2.375,0.875,0.125,5.5,-1.875,-1.125,0.0,5.0,3.5,2.125,0.0800000000000054,-0.25
8.2,2.5,0.875,0.25,5.625,-1.75,-0.875,0.125,5.0,3.625,2.25,0.07000000000000028,-0.28999999999999915
8.3,2.5,0.875,0.25,5.625,-1.75,-0.625,0.125,5.0,3.625,2.25,0.07000000000000028,-0.240000000000002
8.4,2.5,0.875,0.25,5.625,-1.5,-0.5,0.125,5.0,3.625,2.25,0.07000000000000028,-0.240000000000002
8.5,2.625,0.75,0.25,5.625,-1.5,-0.375,0.125,5.125,3.75,2.25,0.060000000000002274,-0.240000000000002
8.6,2.625,0.875,0.25,5.75,-1.375,-0.125,0.25,5.125,3.75,2.25,0.07000000000000028,-0.23000000000000398
8.7,2.625,0.75,0.125,5.75,-1.25,0.125,0.125,5.25,3.75,2.375,0.03999999999999915,-0.25
8.8,2.75,0.75,0.125,5.75,-1.125,0.25,0.25,5.25,3.75,2.375,0.060000000000002274,-0.21000000000000085
8.9,2.75,0.75,0.125,5.875,-1.0,0.375,0.375,5.25,3.875,2.375,0.0800000000000054,-0.240000000000002
9.0,2.75,0.75,0.125,5.875,-0.875,0.625,0.25,5.375,4.0,2.5,0.07000000000000028,-0.21000000000000085
9.1,2.75,0.75,0.125,5.875,-0.75,0.75,0.25,5.375,4.0,2.5,0.07000000000000028,-0.21000000000000085
9.2,2.875,0.75,0.125,6.0,-0.5,0.75,0.125,5.375,4.0,2.5,0.060000000000002274,-0.21000000000000085
9.3,2.875,0.75,0.125,6.0,-0.5,1.0,0.25,5.5,4.125,2.625,0.03999999999999915,-0.20000000000000284
9.4,2.875,0.75,0.125,6.0,-0.25,1.125,0.125,5.625,4.25,2.75,0.0800000000000054,-0.12000000000000455
9.5,3.0,0.75,0.125,6.125,-0.125,1.25,0.125,5.625,4.25,2.75,0.0800000000000054,-0.14000000000000057
9.6,3.0,0.75,0.125,6.125,0.0,1.375,0.125,5.75,4.25,2.875,0.07000000000000028,-0.14999999999999858
9.7,3.0,0.75,0.125,6.25,0.125,1.5,0.0,5.75,4.375,3.0,0.060000000000002274,-0.1700000000000017
9.8,3.125,0.625,0.125,6.25,0.25,1.625,0.0,5.875,4.5,3.125,0.060000000000002274,-0.0799999999999983
9.9,3.0,0.75,0.125,6.375,0.25,1.75,0.125,6.0,4.5,3.125,0.10000000000000142,-0.1700000000000017
10.0,3.125,0.625,0.125,6.375,0.5,1.75,-0.125,6.0,4.75,3.25,0.060000000000002274,-0.12000000000000455
10.1,3.125,0.625,0.0,6.25,0.5,1.875,0.0,6.125,5.0,3.5,0.0800000000000054,-0.09000000000000341
10.2,3.125,0.625,-0.125,6.25,0.625,1.875,0.25,6.125,5.125,3.75,0.07000000000000028,-0.07000000000000028
10.3,3.125,0.625,-0.125,6.25,0.75,2.0,0.125,6.25,5.375,3.875,0.07000000000000028,-0.030000000000001137
10.4,3.25,0.625,-0.25,6.25,0.75,2.125,0.0,6.25,5.75,4.375,0.10000000000000142,-0.060000000000002274
10.5,3.25,0.625,-0.375,6.25,0.875,2.125,0.125,6.375,6.0,5.0,0.0800000000000054,-0.030000000000001137
10.6,3.375,0.625,-0.5,6.375,1.0,2.375,0.25,6.375,6.25,6.0,0.07000000000000028,0.0
10.7,3.375,0.625,-0.5,6.375,1.375,2.5,0.0,6.375,6.5,7.75,0.0800000000000054,0.0
10.8,3.625,0.625,-0.5,6.75,1.75,2.75,0.25,6.625,6.75,10.125,0.060000000000002274,0.00999999999999801
10.9,3.75,0.625,-0.625,7.25,2.5,3.375,0.25,7.0,7.375,13.5,0.07000000000000028,-0.05000000000000426
11.0,4.125,0.625,-0.625,8.125,3.5,4.125,0.25,7.5,8.375,18.125,0.07000000000000028,0.03999999999999915
11.1,4.625,0.625,-0.625,9.5,5.0,5.5,0.375,8.625,9.75,24.375,0.10000000000000142,0.00999999999999801
11.2,5.25,0.75,-0.75,11.75,7.0,7.5,0.375,10.25,12.0,32.75,0.07000000000000028,0.01999999999999602
