time(s),F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,Temp,Humid
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,0.125,0.0,0.0,0.5,0.25,0.125,0.0,0.5,0.375,0.375,-0.00999999999999801,-0.020000000000003126
0.2,0.25,-0.125,0.125,0.875,0.375,0.25,0.125,0.875,0.625,0.875,0.00999999999999801,0.02999999999999403
0.3,0.25,0.0,0.125,1.25,0.5,0.25,0.25,1.375,1.0,1.375,0.0,0.00999999999999801
0.4,0.375,-0.125,0.0,1.75,0.625,0.375,0.25,1.875,1.25,1.875,0.00999999999999801,0.03999999999999915
0.5,0.375,0.0,0.125,2.125,0.75,0.375,0.125,2.25,1.625,2.375,0.00999999999999801,-0.030000000000001137
0.6,0.5,0.0,0.125,2.625,0.875,0.5,0.25,2.75,2.0,2.875,0.00999999999999801,0.02999999999999403
0.7,0.5,0.0,0.125,3.0,1.0,0.5,0.25,3.125,2.25,3.375,0.0,0.03999999999999915
0.8,0.625,0.0,0.125,3.5,1.125,0.625,0.25,3.625,2.625,3.75,0.00999999999999801,0.02999999999999403
0.9,0.625,0.0,0.125,3.875,1.25,0.625,0.25,4.0,2.875,4.25,0.00999999999999801,0.0899999999999963
1.0,0.75,0.0,0.125,4.25,1.375,0.75,0.25,4.5,3.25,4.75,0.030000000000001137,0.04999999999999716
1.1,0.75,0.0,0.125,4.75,1.5,0.75,0.25,5.0,3.5,5.25,0.030000000000001137,0.07000000000000028
1.2,0.875,0.0,0.125,5.25,1.5,0.875,0.125,5.375,3.875,5.625,0.0,0.05999999999999517
1.3,1.0,0.0,0.125,5.625,1.625,0.875,0.125,5.875,4.125,6.125,0.0,0.07000000000000028
1.4,1.0,0.0,0.125,6.0,1.75,0.875,0.25,6.25,4.5,6.5,0.00999999999999801,0.05999999999999517
1.5,1.125,0.0,0.125,6.5,1.875,0.875,0.25,6.75,4.75,7.0,0.0,0.0899999999999963
